strain,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
f26dab9,6.583621825801053,2.655505234888316,-2.737981833791359,0.9055862131177008,-1.0416007850192557,0.3350149579175756,-0.06406768203026277,-0.3220061458949354,-0.4362764580037271,-0.03875427539124322
78fd84cf,6.58368740235629,2.6556378673888603,-2.7390329991893307,0.9095823221161656,-1.0408005188664264,0.3374106217423421,-0.06245694486480208,-0.3269879340888268,-0.43686963397684225,-0.04399259136253992
291dd5df,6.583650905969738,2.6565792130491825,-2.7368463966542893,0.901941325382801,-1.0419435289526737,0.3303333560207187,-0.05139404633439937,-0.3270920715074301,-0.4347289013946708,-0.037297083315522485
25012980,6.581484528836505,2.6533460881562543,-2.7346319195845137,0.9033693667346819,-1.0373423816284453,0.33391259302563425,-0.06388916565207953,-0.3218831800484763,-0.4245509032931625,-0.043550785219816375
e6cfa0e,6.646769964880695,2.7625211404233756,-2.957552979373234,1.000632850800695,-1.2080374069419566,0.40553648447899515,-0.08691729885431992,-0.5598507656677787,-0.8033959132879925,-0.12097991464619803
219a6859,6.647035381994826,2.761031397404249,-2.957178672682838,1.0013738238824708,-1.206541288369472,0.40483506683866255,-0.08149321880958639,-0.5556199272330371,-0.8073457727256456,-0.11363049965324822
995ef43,6.646847844590193,2.7604156572933287,-2.9551661789955794,0.9989401903852794,-1.2066548216947293,0.40393823759147296,-0.08307494350592769,-0.5558656286407967,-0.8068844226914265,-0.11537590304896217
7a24527b,6.647270209041148,2.7621346634663198,-2.9584751673809477,1.0013123286769086,-1.2067349716673947,0.4071190567076243,-0.08347506819373535,-0.560956686531373,-0.8094582826761234,-0.12103454537428596
102da745,6.647542310494409,2.7614927614609153,-2.9595141390665565,1.00128734875202,-1.2048038147499909,0.4056194550271824,-0.08277049822819219,-0.5667755206589817,-0.8122870129145446,-0.11314441348651616
7c7055c0,6.647702546845743,2.759675708022896,-2.9570253558415827,0.9986132485956872,-1.2092932300481551,0.4040084493246912,-0.08524162734384036,-0.5584397624834351,-0.8012604137061076,-0.1147198621130754
2689e49c,6.589390686863142,2.8873586670165894,-2.9080868533086432,0.8371664504771446,-1.470093220831431,0.12494333783772507,0.929164227193602,-0.990132409050591,-0.5346289232438527,-0.8064911247968315
63d80ced,6.6416523618469,2.7629374258801547,-2.972509838469811,1.0359064539713994,-1.1601463338795264,0.4559887422832665,-0.009245007517523805,-0.687291848496044,-0.7657857167473914,0.21634464209282836
6ceb4b00,6.646343461903082,2.7629505797580154,-2.9556347414624398,0.9993674332379376,-1.2070073408848756,0.40531420981235217,-0.08533310777212587,-0.554736768486948,-0.805658549514627,-0.11593581014689551
67e6a6e8,6.647849357713,2.7621093165846906,-2.957717060371656,0.9986290000903131,-1.2069715710245277,0.4033908625863433,-0.08723376179396061,-0.5548726664955552,-0.8055520041193814,-0.11427825279121832
4c074d32,6.647760917077293,2.7619119323909365,-2.9583371710308164,1.0002939004736229,-1.2091172273531834,0.4047783145695275,-0.08230999456096084,-0.5594680015253543,-0.8113242762453181,-0.11778949467546895
11b88e50,6.6458610300618215,2.761965453479644,-2.957354259201821,1.0024561396173206,-1.2051896964736333,0.4056653594438231,-0.08403332122375451,-0.5526470246747761,-0.8082757396609069,-0.11516041480306703
468b134a,6.64761724227712,2.7601511226938555,-2.9562913217894087,0.9966747347328881,-1.2074607658518068,0.408140706465909,-0.08093387674104173,-0.5543806103112453,-0.8138968983525429,-0.1166730396385027
1915ddd9,6.6491975673241015,2.757452064498768,-2.9648833269162345,0.9991934703412585,-1.2147353318799312,0.4219963073937605,-0.07007342923125001,-0.5333313128802045,-0.8187807757669078,-0.11095318971032553
454dc083,6.363046781626278,2.4542100858820834,-3.0090312242406982,0.585059843059411,-0.9627761963995711,0.3631375709093326,-0.08750066148010781,-0.808283026682837,-1.309289579285755,-0.15071951702131972
4fd6c9e4,6.363465177900684,2.4543004850722876,-3.0100512204271195,0.5873140970195733,-0.9635027749880652,0.3625795032891095,-0.08603895096838517,-0.8065463436296808,-1.3164829621148226,-0.15208877818080846
32061b21,6.363333313956587,2.4534006918236617,-3.011459122768906,0.5854741459099935,-0.9626093961472995,0.36231997233139884,-0.087206771379354,-0.8120378713543239,-1.315552137180639,-0.14899126990396708
1975d51a,6.362745554988087,2.4552776378059087,-3.0099648437078383,0.5842388938235553,-0.9650356312791797,0.36384825339479704,-0.08249720116644381,-0.8155251250371665,-1.3069049764002945,-0.15973619088048477
28281c0f,6.362985040285092,2.453504372975588,-3.0118870225431724,0.5851316069891649,-0.9639938430297716,0.3590846185810982,-0.08851757745968314,-0.8151511096741251,-1.3136979105823492,-0.15389781528948976
5890378c,6.362647521602099,2.4531913295300813,-3.0113877713780894,0.5861823850498978,-0.9660716101348811,0.35947148008218827,-0.0889132965364289,-0.8134153637962634,-1.3091850796573459,-0.14795758833423342
6f9082e1,6.363923500811898,2.455529500218847,-3.0122956164628896,0.5858919200400484,-0.9646614000694943,0.36407038254481944,-0.08787996238611633,-0.8128171337211173,-1.3176099985301604,-0.15197925782157232
7071a6bc,6.364361875502244,2.4561892960063116,-3.0139282547723063,0.5863081062438048,-0.9656044624284905,0.36453708711716626,-0.08806981754246372,-0.8150873483987364,-1.3217767783327943,-0.1526104210016988
44ce4b85,6.647158294677245,2.7608589058620683,-2.956767291405613,0.9994355518156445,-1.2077258610349715,0.4058986957707728,-0.08395907678690633,-0.559447248271178,-0.8081444790190725,-0.11824769650002384
194446ca,6.647344345006427,2.7617153539410695,-2.956091652207197,0.9999469707807503,-1.2095725862021092,0.40696334203844825,-0.08250392074298982,-0.5575889638142306,-0.811479523522589,-0.11745931892180707
6a709d07,6.647136752168874,2.761282349210199,-2.9568191688772485,0.999928482515165,-1.2071775518932681,0.40520671346554554,-0.08359743024262908,-0.5583311731821263,-0.8088683858153806,-0.11850542548389674
2c87275d,6.647340735566528,2.7611359479111974,-2.9569012304274422,0.999755600850007,-1.208101576232907,0.40491155792820105,-0.08522046202497569,-0.5574914730714302,-0.8067750424157272,-0.1164390222494028
3c02545e,6.647110049452938,2.7605180792006787,-2.957263917583123,1.0008252054930409,-1.2073603174076701,0.4033811861922112,-0.08159840265021101,-0.5537000812365376,-0.812958885878533,-0.11632974838527019
47b7c55f,6.647625561502367,2.7607567986773747,-2.955608758978318,0.9998766939876155,-1.207820004583346,0.40342249161977806,-0.0839657566448515,-0.5576583531001426,-0.8076592815265548,-0.1157888705425508
6cf29615,6.647488011672908,2.7612388284207716,-2.9552353640236766,1.0006918342832614,-1.2083507581351105,0.40463005547185527,-0.08327767754438141,-0.5581395926133792,-0.8103653645925698,-0.11554600938909798
30e7e64f,6.64573751128007,2.7627721156948866,-2.9565392587641597,0.9991145021872716,-1.2088338933345655,0.40259008964359116,-0.08053644174372497,-0.5556676997113827,-0.8118092383947373,-0.12401626410420398
6549b76d,6.582944482555107,2.6533056731925564,-2.736629110580018,0.9022259290453121,-1.0377132668144728,0.3316040674868865,-0.061407252773488775,-0.3213551496003674,-0.4382581564342612,-0.03796222772024941
1ec5c228,6.634560068718867,2.740195757648802,-2.910020429250279,0.981674317009805,-1.1715009466024355,0.3869105200850892,-0.07848518352114436,-0.5027298764261973,-0.7262610233491471,-0.1013001329808935
79b9acc9,6.6331749623930945,2.7404811144424435,-2.911964331604737,0.9823790832717134,-1.1757522444749748,0.3841656078117327,-0.08034120364102676,-0.5029281332927252,-0.725728310870545,-0.11052577393668424
30886267,6.633015672736716,2.7395882962563034,-2.9082162612649407,0.9859180967565553,-1.1698512827313514,0.3904824886876814,-0.07973389197467864,-0.5015849955110432,-0.7214857536195081,-0.1075226283907179
1ad4bf65,6.633843249781089,2.739715180958432,-2.9075831222709274,0.981548063648465,-1.1712166916399878,0.3877240919712316,-0.07819106227260747,-0.49913597684157496,-0.7178284076445457,-0.10039137915997583
6f462703,6.632622516901503,2.739282233834785,-2.9074034904280426,0.982670345453578,-1.1707408843312517,0.38791992165892436,-0.08355827007095736,-0.49981606531717904,-0.715642148690028,-0.09643089100468118
7634ab6,6.63343996338437,2.7391747620391733,-2.9071248979684188,0.981658188435108,-1.1709162019437829,0.388312466558373,-0.07896324081588212,-0.5001411122518203,-0.7185865267132476,-0.10182798050262962
23082c3e,6.633439578323921,2.739177397544499,-2.907121790486493,0.98165013376785,-1.1709269846431798,0.3882956686289568,-0.07890775862853822,-0.5002025051028497,-0.7185500536254132,-0.10192253077010191
57127d81,6.678181987056543,2.759073950194936,-2.5354971763006304,1.2343153039952537,-1.298124701647774,0.4341623256841064,-0.08060959826269157,-0.6586250018768268,-0.919117644407629,-0.03143825767550021
75ad3e5f,6.633679275706082,2.738362035511493,-2.904910416906751,0.9822803171628626,-1.167912189117159,0.3911674043294156,-0.07817622159129024,-0.5053816645654747,-0.7160596440535733,-0.10886807018280495
7745152c,6.633679444117395,2.7385454556167312,-2.9070390502625605,0.981370775113165,-1.170279021201877,0.39079156677993,-0.07542061887531393,-0.49808373782807797,-0.7170031953220545,-0.10181028078052344
1a6bab71,6.633634916819061,2.7388664196352677,-2.907211267827984,0.9818220329121772,-1.1708910325144024,0.38811769231623544,-0.07729136113803671,-0.5006673263174275,-0.7183066056137177,-0.10170547903302718
66750a7f,6.6330438452206915,2.740286292554473,-2.9044428671533753,0.9797575756386773,-1.1674226314170866,0.38987171154279654,-0.07971995718968881,-0.49500032011482614,-0.7201980822185392,-0.10752040633406931
13ec825f,6.633487531918428,2.738602648802932,-2.9081690441646444,0.982220880291584,-1.171963815246719,0.38789696967367393,-0.07831666022664305,-0.5015025250739001,-0.7186835097903523,-0.09964957788476912
656d915e,6.63355835363684,2.738119643912026,-2.90741426071042,0.9819361681387849,-1.1711926976891278,0.38823828523077797,-0.0767392221761302,-0.49965080929710126,-0.7196413789970815,-0.10172482900300053
13d08766,6.633703866282213,2.7379891208456595,-2.9072167047061614,0.9824722190125325,-1.1713570958181385,0.3859496101661348,-0.07825003615216942,-0.49946027178709657,-0.7158715628161925,-0.10326441488013828
2b9699e9,6.633926715972409,2.7387564236380944,-2.906870788257511,0.9802391662204066,-1.168924154425902,0.3872260832520325,-0.0772899272023346,-0.5018213655868402,-0.7212283180388847,-0.1019154066798529
a5db928,6.633466117207362,2.7394258530499105,-2.905728537837271,0.9761530705231664,-1.1708160295794412,0.38939399770118677,-0.0748314787136561,-0.4954552725912086,-0.724169348348234,-0.09848505136781235
b07bd3e,6.633638222446264,2.7393583855396275,-2.90716034527551,0.9815820516891036,-1.1705695263435758,0.3880761632807003,-0.07886859735187328,-0.49869850755603284,-0.7162031329110774,-0.10154159428319381
2149e36a,6.633795673177554,2.73747757727388,-2.9055656157850263,0.9808707956979824,-1.1716412197897257,0.3966417453603475,-0.07741012800141754,-0.5048086846887008,-0.7172222735861167,-0.09685458993635783
58d4e32,6.633634916819061,2.7388664196352677,-2.907211267827984,0.9818220329121764,-1.170891032514402,0.38811769231623483,-0.07729136113803667,-0.5006673263174275,-0.7183066056137182,-0.10170547903302674
13d474d0,6.63308097316839,2.7391027734156665,-2.90700360966386,0.9808403418503144,-1.169023972153724,0.3920600427711182,-0.07754899154394242,-0.5018583340487123,-0.7193302926016826,-0.09857122621827473
67e0b79a,6.633915090088423,2.736734321928208,-2.9050197990099194,0.9788468566112786,-1.1728785953338834,0.391138886923751,-0.07816548312419712,-0.506964387601299,-0.7155123935100005,-0.09794108871943406
5f729cea,6.634626126971975,2.7406183880851307,-2.9126892148939434,0.986412962992718,-1.1728945294952744,0.38914081365661585,-0.07540186487751209,-0.5014899007060136,-0.7254607362153712,-0.10116200585440463
641a2358,6.248230342209351,2.6733382340076344,-3.0779585395818407,1.3264888496740976,-1.1755625414147104,-0.09326416993913039,-0.24419377510229284,-0.6044132436419561,-0.5793344900266332,-0.13880098663041623
6d60765b,6.635673647675154,2.741141192047164,-2.911345675084507,0.985713940088026,-1.1756887555191606,0.386970103702909,-0.07686820431764826,-0.5088306510122974,-0.7331508197584927,-0.09834147575612318
6eef5831,6.634433491310113,2.7396966040979818,-2.909602155961748,0.98314709656456,-1.1720250797877523,0.38756410058714486,-0.07738330081613448,-0.5009338716698915,-0.7209395535019331,-0.10278185719957403
4f9e5a24,6.639467878202446,2.7472447542936544,-2.932729907389873,0.9934526796192212,-1.1873234660149439,0.40186467855681124,-0.08250842241738746,-0.5274712230007521,-0.755051073948028,-0.11338008302400421
7c4ca4f7,6.607391778919895,2.8067014362572684,-2.8922945023471827,0.9054103690819205,-1.3096854842187153,0.2505560732401275,0.4364244913377586,-0.7302412869786751,-0.5926067954434128,-0.46218963317133066
1c461f0e,6.607243225205068,2.8072495168333353,-2.8924046502138103,0.9069836801323472,-1.3108755655734632,0.2541735159374905,0.4313822896786904,-0.7336980967813831,-0.595522595092827,-0.4702509551935396
2b632ac6,6.6083048514069915,2.808197711354876,-2.8954654943824205,0.9067640791702648,-1.3121478898771701,0.2513961502181819,0.43718944028272494,-0.7338436598632341,-0.5970466489973039,-0.46460322479783794
60089a58,6.607846924762661,2.8074555912304127,-2.893862101085591,0.9060535240387424,-1.3109658452782231,0.2508772623771104,0.4373672679319554,-0.7322809649673366,-0.5944808792388873,-0.46411461419942585
2526411f,6.608038247496268,2.8053971358317047,-2.89861672625619,0.9046251382839355,-1.3187184632402618,0.25906713792605274,0.44122991912632514,-0.7484160586849415,-0.5947925436686999,-0.4574521033028972
295140d8,6.608145364450807,2.8064113702403266,-2.9001079726709533,0.9035503642867184,-1.3215451180339342,0.2635141292507007,0.44182548365536833,-0.7457499584504043,-0.5958025575737429,-0.45876374374034606
6f5bb9af,6.608258571490213,2.808326763197589,-2.9023567331010915,0.906320128204883,-1.321002881746226,0.2608429200030445,0.4378925568047491,-0.7507389476552139,-0.6006074364688909,-0.459513654893896
3751d7ab,6.6079409727393275,2.806912668000455,-2.8933696460286518,0.9046524674283636,-1.3114746948186569,0.25423979071370334,0.43897101340513933,-0.7222894527624115,-0.5931974180820352,-0.4656936172896361
5f7ffb77,6.609283272314135,2.807915732097818,-2.8913320706242263,0.907146840205591,-1.3090780109722944,0.251289130726013,0.4381788997020645,-0.7260779368723557,-0.5823149074574586,-0.45981454168976804
7b83e55e,6.587378161842682,2.659806715839126,-2.7543583965082026,0.9096344601710266,-1.0536394306326322,0.34504784588381354,-0.06621726687115702,-0.3382023887136543,-0.46438345073782833,-0.052154109075191274
29c4224c,6.661819792669158,2.7744905856439614,-2.974449149282266,1.0450718857282355,-1.25024246170489,0.4295513660471197,-0.10385764338943365,-0.6153051265569566,-0.9494592795243698,-0.14269085709550194
5f7e7f59,6.662443235362983,2.776277802888444,-2.977235096112488,1.043533619948534,-1.254003533111142,0.4291038378874815,-0.09972936096242914,-0.622627783307416,-0.9532257887334359,-0.1439285769592447
2b376ba8,6.662899010281871,2.772987875074174,-2.978748312533339,1.045359967094848,-1.2569760578507163,0.4330650039681461,-0.10442761681726458,-0.616873331393883,-0.9532232328259254,-0.14392527255386858
6ad77ded,6.662462214562205,2.7761232721300892,-2.977371984333492,1.0440410151567245,-1.2529344730464027,0.43055186183606664,-0.1066517816989304,-0.619658059729356,-0.9553348212509407,-0.13800382241991696
190dbc1d,6.663322868126407,2.776746301497733,-2.9802227225305096,1.0481911067339216,-1.2540799867656778,0.43077232311946073,-0.10362761603388221,-0.6183785906172321,-0.9605098636712271,-0.14464202720709401
6779965c,6.662814909707924,2.774539026531686,-2.97510674955388,1.0405231661394954,-1.2452138225428055,0.42529106674084965,-0.10845381620694955,-0.6203417515113133,-0.9631414993305542,-0.1450048015346738
521b6b41,6.662611859172284,2.7752933242625866,-2.975659752707869,1.0447545732721397,-1.2498323791781987,0.4292750626483529,-0.10388466114611115,-0.6162548029420325,-0.9525380570089199,-0.14421928218947155
626ca0a3,6.66115542201229,2.774029281201239,-2.97641412947942,1.0453278255826275,-1.2540026880646467,0.4279224867702334,-0.09550607914337136,-0.6217864376761462,-0.9502301036225179,-0.1467003410988009
82c8b73,6.6620850213812615,2.7749972529964744,-2.9759474671023054,1.046046441246044,-1.2507193236820764,0.4285459223960117,-0.10689835161448494,-0.6146289648750036,-0.9465552036133721,-0.14253027304850058
12804737,6.662278687749905,2.775236085626996,-2.9760612751297324,1.045814248719677,-1.2514647107310566,0.4301020107929447,-0.10408200951031542,-0.6170237546280228,-0.9524616498856007,-0.1432850872350915
29fe032,6.58230601722915,2.653639265266074,-2.73577778471119,0.902951898937486,-1.0385462589604524,0.3337717919238298,-0.06372507486154681,-0.31907153735435617,-0.4320015490590737,-0.038592198422459
29d629fa,6.5775395351495245,2.638859589080676,-2.7481011288154527,0.930415603580355,-1.028987134256648,0.3050466887578783,-0.02929348359606095,-0.22306774015272487,-0.5237036282133976,-0.05187543406095985
d06e,6.586598877305608,2.6558463178416845,-2.7305572609286175,0.9003900185226118,-1.0171371748073823,0.33284539661183216,-0.055485622617660914,-0.30727456996313335,-0.3801235398187386,-0.021112754077267582
46359430,6.583273634594439,2.653482145703774,-2.7353788792805918,0.9047133740992559,-1.0393317556862565,0.33335334528854765,-0.0625668411303414,-0.3183586635177508,-0.4255100585190375,-0.039926156074487525
40f66abf,6.333068050941109,3.0756344584567645,-2.5957994841964016,0.6313225721487776,-1.1625281888211356,0.3324704384256795,-0.5005566371482404,-0.28046678776984185,-0.24937663039200575,-0.8447759488567498
688f9117,6.582017531817413,2.651158496559973,-2.7364448444892746,0.9005702054974113,-1.0377423386673907,0.3297757604492734,-0.05464861082444643,-0.32983918077399305,-0.43183193329636627,-0.040204822329511704
163e3bc,6.583044812886786,2.6522355991878044,-2.7348748917960175,0.9014579311847829,-1.0334859343469478,0.3324779475376876,-0.058502793224439666,-0.318018406584094,-0.4265887086254351,-0.036220210311210206
72d490d6,6.582287933401859,2.65378439212701,-2.7356505116231844,0.9024646203174226,-1.0394840322951189,0.3325473609541009,-0.059338233752876564,-0.32037617109762717,-0.43173395638370715,-0.035359396727654514
593fbd8c,6.648616192732401,2.762570800189348,-2.9615973241241305,1.000971401884588,-1.2129534007328142,0.40404070728257063,-0.08492185885550645,-0.5617040037268041,-0.8120998807084935,-0.1152962136364333
5e463cc4,6.124527365247962,1.9034617851269928,-1.1399607377691852,0.19234781003810378,0.14667109947780718,-0.1777551579714446,0.10354172204288134,1.2407137878549455,2.171836284836107,0.5341291942833533
6aa8b55e,6.125211686855655,1.9039087566622597,-1.1415116217101406,0.19352580168638384,0.14707108750135117,-0.17868244392046684,0.10407398795691047,1.2468046647204145,2.1855006276245366,0.5385988958099907
5a41f4d3,6.125514970554677,1.9049156742007403,-1.1383866240964964,0.19480023015876752,0.15107774709876637,-0.17755791330747026,0.10190774735392748,1.2473679293801467,2.178216650925224,0.5282345595862402
5578aae6,6.124874001030472,1.9043888618372935,-1.1414198866062109,0.1930088214142738,0.14613017923324917,-0.17857056509764885,0.10358363418176308,1.2463451575450624,2.1757382042248774,0.537568060440179
69995754,6.125313027918712,1.9041357693655017,-1.1375635713554375,0.19453030601077814,0.14580496576917265,-0.17764244918881106,0.10370230913379506,1.2429019164230188,2.1771051751927515,0.5368893963176475
a014a41,6.124788978806552,1.9042685680259113,-1.1414308639508175,0.1929981543007194,0.14651588440964639,-0.17731602055195425,0.09995278851649837,1.2427591937572036,2.1791452184029305,0.5329750801417519
6689dd07,6.124993146965125,1.9045499999635749,-1.1413041056359363,0.19287533224530454,0.14667505132455075,-0.17719918208876392,0.10217926769687663,1.243649568093956,2.1780877720233596,0.534577569006724
70f7f8f6,6.125200087296892,1.9051339712816941,-1.1419918010072156,0.19264848750577201,0.14473340233521909,-0.1784371317382095,0.10731476857420953,1.2409053908451158,2.1768864534280614,0.5330278102245823
44e58f3b,6.125260801790729,1.902966722632096,-1.140100564152509,0.18950680601608505,0.14719482853826493,-0.17430624070813755,0.10608336371809088,1.2472255661538854,2.1742797749818497,0.5355602791190646
488fa735,6.125218522463419,1.9038501361058588,-1.1394587966508831,0.19240669414016282,0.15036133843035912,-0.17655758480725348,0.10618845000552989,1.2400884620430406,2.1818109544054907,0.5467277340363623
3bfaf0e2,6.125450367522887,1.9054227179744028,-1.1375543262748045,0.1926299356228497,0.14772525382934323,-0.17853299241544582,0.1016863689938936,1.2457271539527732,2.180612360069787,0.539340755119667
67a73a99,6.124312807917812,1.9038986573418621,-1.1402735278780898,0.19266417623127985,0.1474283982210852,-0.1819226058000602,0.10634751786697927,1.258441759186864,2.182327409949779,0.5429601713969053
6b21b36,6.124531709598428,1.903931440368773,-1.1411016595266779,0.1909628579973474,0.14544920157792632,-0.17732869817920865,0.10311331969671764,1.241903343119916,2.178484252152579,0.5336157637304975
6d557e58,6.125152697397303,1.903631000450778,-1.139018139175272,0.19301484664479712,0.14576056919637892,-0.1771216653830833,0.10337297144201317,1.2424263857745528,2.1786264896521503,0.5368956696903201
3b4e27fb,6.124761292370043,1.9039704978401155,-1.1403387389758295,0.1914545849211944,0.14556230868974732,-0.1779034783419586,0.1037246153047033,1.2433947878262694,2.179139996590437,0.5380848157516617
35051c3d,6.125763263586682,1.9032422724008247,-1.1446798927652748,0.19178121735062872,0.14591776404417323,-0.17951840513317377,0.10593181967945725,1.24830388523114,2.2177977839404006,0.5680092438498989
5b817f6e,6.1254055769098565,1.904440905769981,-1.1444935964509837,0.18874907185584075,0.14205013399282013,-0.17957047966722778,0.11212503082451812,1.2502111949356882,2.226539005905205,0.5677563834546252
27d74436,6.126103001233452,1.9051145527745048,-1.1466134809596287,0.19218027449326555,0.14564103133986714,-0.18149025991873402,0.115451772801261,1.2486212570437125,2.225376572466167,0.5651340155805887
3217d0fb,6.125818399315835,1.9025889481968274,-1.1434805868246687,0.19135859257947063,0.14150035733003474,-0.16934903165477058,0.10306135753522898,1.2561752475267853,2.2227490869284425,0.5638191039873114
37a80257,6.126369389322526,1.902976543800366,-1.1434577587152572,0.1918696805279705,0.14883180521862377,-0.17524797356777283,0.10703424816560878,1.242350760580875,2.2227528314900122,0.5844305455117441
41647148,6.125450956872143,1.904750619716595,-1.140006912821194,0.19383753669051437,0.1487307852925473,-0.17772070394371065,0.10285819150298545,1.2464257802634624,2.179846231204777,0.5328026209002723
d4bc726,6.125030303679139,1.905043034001528,-1.1409823593118325,0.19261198742452948,0.15137786889116808,-0.17610774855675512,0.10286778819090307,1.2450229256089445,2.1879272518294206,0.5264385316827181
49d332d5,6.124105257098736,1.904661500174633,-1.1406330382223346,0.19286129428068163,0.14753975411467377,-0.17754261926622497,0.10201773732765967,1.2457145655207014,2.1770590814658184,0.5338392033289701
79753b80,6.124927786715912,1.9034725782993758,-1.140722480020078,0.19253573389497092,0.14629119584079384,-0.17866289529206159,0.10304208554008273,1.2433563248092165,2.1796779355455027,0.5363723656810744
2bf9664e,6.124949249292753,1.9039732414411568,-1.140578586674377,0.19248444357427807,0.1468144865349753,-0.17798302264761692,0.10376538235325737,1.2441792797835618,2.1787045986734084,0.5363610798730167
4d7f33cb,6.125073682105283,1.9034174411174158,-1.140551889794713,0.19174381427508178,0.1472754542140536,-0.17910981396710038,0.1030423220337524,1.2427817342794667,2.1782253737928787,0.5362704465748859
4f17da33,6.12517308032796,1.9037804898074016,-1.1411643036598804,0.19247320323872724,0.1459975297245319,-0.17798982046066752,0.10328314134304596,1.243840476157639,2.1804805276334327,0.5369246587500157
67199565,6.124798074512849,1.903986574506724,-1.1406974696601047,0.1929410288514693,0.1476164580733577,-0.17725198237865938,0.10436281217505317,1.243372281335278,2.17899237383516,0.5366756170337478
42ae1caf,6.0457166056746345,2.0661824558484456,-1.0669300825711754,-0.017365135962481338,-0.14071557341884003,-0.4611972483474641,0.6922266746991694,1.1135922124108253,2.2331537739781795,0.5216332668091672
76ce0a9e,6.124545221981061,1.9036132171302966,-1.1406291585257156,0.19219446761123446,0.14630076995020372,-0.1775533837436864,0.09969969890919522,1.2433816854357997,2.1793928581022266,0.5344802003850955
54093abb,6.124484772561189,1.9002531560665574,-1.141175203110481,0.1950468638590918,0.15086482540756632,-0.17366324096183736,0.11079879253361755,1.2573724608454981,2.1666166858720226,0.5330481757176272
4efe81c2,6.125279016792246,1.903346212519923,-1.1388454803212797,0.19092277693501378,0.15025757170322118,-0.1780805599776643,0.10205938079119271,1.2375310549569216,2.1753089867835183,0.5321917286503846
47ed77be,6.125113378011422,1.9037206041380612,-1.1396489885236118,0.19585502160556062,0.14821246494999077,-0.1794786618367322,0.09894276463406464,1.2399441839975776,2.172849549920031,0.52647083970653
79dc5acd,6.125154257461961,1.904398855860503,-1.1405149363012468,0.1928811128967237,0.14768793119105855,-0.17745324629931317,0.10352363482072982,1.2460169345818872,2.183809600037335,0.533376998166868
3d0b0b0a,6.125077009601486,1.9038885652249085,-1.1411934585243062,0.19217510190917447,0.14721046586272818,-0.1753529028854674,0.10259973961067961,1.243659961075088,2.1883903997875747,0.533939713585323
364394ff,6.133510330934832,1.9051577754222135,-1.1356766280421793,0.16789501989782032,0.18105366517481816,-0.19758098976007296,0.11168977954216795,1.2513844294543,2.2152389103009096,0.557017815616468
1b94a57d,6.126397519623846,1.905876858230106,-1.1375117371301864,0.19299106784022957,0.14926571886583576,-0.17967480175238454,0.09872972930212506,1.2483104484629624,2.191891825288424,0.5365332356437441
76b75f43,6.1170259391016,1.9091158530930317,-1.1615928613705189,0.23246829911582026,0.24447052799658955,-0.09900854530616464,0.22020631781136252,1.0821031987504075,2.333458689153702,1.0829263193949463
3a17fbb6,6.117176977558068,1.909502789197144,-1.1626327265841998,0.23435708502685337,0.24600408354089756,-0.0987572730631334,0.22244463070904694,1.0869368838348954,2.342959985952937,1.089692069002249
1e27008b,6.117458193691797,1.9108869600403262,-1.162509752925759,0.23199055476533786,0.24400934586600376,-0.09986899095089757,0.2189309419144903,1.0891621777431186,2.3445861475288394,1.0916239479148613
26c5269a,6.117638470870645,1.9110447634156196,-1.16323857819714,0.23171311420593402,0.2438518161587103,-0.09967907616767903,0.2186620352564121,1.085144768457902,2.3369910951219475,1.090249176635736
2230db5e,6.117490424998515,1.9087821405054324,-1.162118587469044,0.23164773990571336,0.24361350425702294,-0.09775569260235527,0.21996298218385296,1.082915554249332,2.3423052120924277,1.0880025500524328
1a0ac1ea,6.117645564751277,1.9098123710727821,-1.1622577676605699,0.23255728609905355,0.24505638125964732,-0.09937194064299433,0.22077870439392144,1.086568679049559,2.3432258093432616,1.0877383206014541
17599ae6,6.1171248369430415,1.9092214898305557,-1.1620849507232602,0.2317878453829015,0.24434704049245218,-0.09661902515540356,0.21693712596922826,1.0827594269339598,2.3424518742298153,1.084690635131712
7d58b0d6,6.117139952692132,1.9097677758650935,-1.1642957892065378,0.2343504852047728,0.2427846692866934,-0.10298600043153074,0.22299765232681318,1.0900999151182384,2.3337078925231047,1.089259839154486
36a21c36,6.117060969557251,1.910125132976272,-1.1618353091823133,0.2308552021884623,0.24602230063459277,-0.10158563361859191,0.2277412853506163,1.0821927975573802,2.338150403704887,1.0888937951437438
4971d63,5.813198676195915,1.6114649024541035,-1.220776753961881,-0.11627708354390076,0.5375326153314367,-0.11707090039016081,0.22106266168444322,0.9663195870740128,1.9818277816156844,1.1542517120053253
35cae47a,6.117444323808179,1.9097371500410523,-1.1626340223624032,0.23323541994417246,0.24536487607839189,-0.10113766617615846,0.22297528646708917,1.0918389508932214,2.3419359172236356,1.0883919886449704
279a1549,5.101705579043614,0.5227959217725532,4.081398349118687,1.8645035543485187,-0.5300942931002419,0.08021853021409137,-0.005518376361050357,0.19731761240111967,0.3022335162861274,-0.13076374629113685
6ea7a86a,5.1017170104955785,0.5211603308276156,4.082745195870324,1.8672954004827345,-0.5309163637488287,0.07809469511850733,-0.005959063730041068,0.19740860306009977,0.3035157569752637,-0.13160087493701747
