strain,umap_x,umap_y
3b312f1a,17.752054,24.039566
4a031f86,18.314196,24.084402
1085e8c6,17.702969,23.846296
1a5d4a2a,17.12438,24.403286
3187526a,17.673294,24.165073
3f62e396,17.904507,23.987522
921cd53,18.08263,23.796133
462d298b,17.664215,23.887424
1e881831,17.724817,24.110466
7f640bc6,18.245705,23.769184
285781e1,17.510435,24.130587
15f61f0a,17.772467,24.062119
1f00bba4,18.028395,23.92384
30f71106,18.056952,23.901909
78695259,17.953022,24.111156
64277514,17.744175,23.941938
3400845,17.767694,23.975893
66cbd4e8,18.294731,23.97552
2e283b35,17.90244,23.890709
73865443,17.659239,23.827747
3c04f082,17.869783,23.816711
7a0ca185,17.852936,23.904612
2da4ec76,17.673298,24.356632
ba3945a,18.055319,23.72892
3827cd8c,17.767542,23.84729
41a94c59,17.591452,23.856483
3bf7bbad,17.792727,23.691648
40a12fac,17.46805,24.215656
41988b61,17.58231,24.040756
4913c750,17.365362,24.07935
6c27f347,17.484587,23.983807
1d525b2,17.641785,24.010973
65fed56b,17.746025,23.761448
43d7b1e8,12.117115,20.377495
a9a08cd,17.909191,24.284328
2e402690,12.129036,20.37938
61890ff5,12.168453,20.438812
5359ec29,17.48454,24.207157
4087366b,12.149901,20.423933
22467384,17.774387,23.892406
422df14,17.685696,23.78709
45c5b1df,12.11897,20.336456
53727fee,17.315638,23.961645
69b05717,17.451088,24.056812
22972a8b,12.197719,20.449936
7699c062,17.771914,23.771624
6c3dc13,-1.6216071,25.735826
2daf6c14,17.542055,24.55445
2936a93d,-1.376227,25.780933
693cab6b,17.585464,23.768316
33cc9c85,-1.2024537,25.897966
119b995c,17.518757,24.228624
77a9cee7,-1.2610365,25.951178
46efd229,17.473007,23.958235
cc31cae,-1.088746,26.292686
60420808,17.572266,24.385622
5aff70a1,-1.3272519,25.602692
2f73c712,17.702711,24.042088
40b51d62,-1.2016648,25.984596
3ace34da,-1.3429681,24.872702
61661a1e,-0.9823216,26.033255
37b7f91d,-1.6124371,25.798271
4126f25,-1.0927802,25.95864
55ddf9b4,-1.2695544,26.066673
697c922d,-1.1212767,25.921251
1cff46d9,-1.3827938,25.807585
3c1effad,-1.7762662,25.435959
1c126faf,-1.6253699,25.44768
73c38a42,-1.4505447,25.86394
3e8f9f44,-1.5553098,25.803614
26b5116e,-1.2603601,25.782625
47064cf5,-1.2507482,26.322327
3082c6b9,-1.1277062,25.89255
9c157dd,-1.3789738,25.776407
415da12,-1.1560225,26.183352
7f3e7098,-1.3499877,25.979876
33425502,-1.0749663,25.930086
6e84f6f0,-1.1098982,25.741846
56b87f4,-1.0451013,26.05439
60038c60,-1.2003248,25.992285
247410f0,-1.0135281,25.88299
15247fe3,-1.5661951,26.192451
47cac49,-1.1390903,25.879847
79872e1f,-1.3261988,25.844439
6b857b8a,-0.97069484,25.984539
3debac64,-1.2174671,25.842772
2af4a7d1,-1.3627301,25.885675
1fd54f2b,-1.2373178,25.839933
22ebdf26,5.007829,20.970966
790e4f1,-1.1086543,26.173939
4bb6c048,-1.170179,26.172167
27326311,-1.1588078,26.251522
634ea80e,-1.4972486,25.823137
311e6651,-0.94708,26.13236
6d60f6f0,-1.3906245,25.941858
152f2f1e,-1.3224866,26.39123
ea2904b,-1.201751,26.027122
24906fe3,-1.5389202,25.73436
2a80dd47,-1.0274127,26.048347
4c60a83f,-1.0867795,26.184362
255a57f5,-1.3465145,26.459055
1a5fbc7f,-1.0685682,26.006065
7a6133c0,-1.422072,26.29861
71164346,-1.1300052,26.154749
ff3d86,-0.947377,26.106688
7f1d8f74,-1.1204214,26.191698
69d72d99,-1.6902778,25.807503
d3e934c,-1.1152906,26.091602
63f7e8cf,-1.2387043,25.98598
661600c7,-1.2467786,26.354185
4653e009,-1.1836586,26.372997
6689aee5,-1.0745326,26.23118
2c66eeaa,-0.962277,26.168531
149b05ec,-1.7596756,25.913748
4d91dafc,-1.7211696,25.920647
2504591f,-1.1172808,26.254107
47ef09b2,-1.0601755,26.015663
5fcb2b2f,-0.8813477,26.114424
6434429e,-0.8332083,26.182114
7d4c1559,-1.0631505,26.010944
71729b5c,-0.93473446,26.27365
2715b451,-1.0325627,26.12538
7739feb,-1.0462193,26.162388
192aa735,-1.1034851,26.563217
69e2103a,-1.3946083,26.409052
37452a73,-0.99252117,26.309633
79cbbdaa,-1.2853343,26.61239
65a24c7a,-0.9109501,26.165031
51c38adf,-1.3157371,26.46568
3976a1c1,-1.3788201,26.485603
3a5ac09,-1.1649626,26.369175
11b85231,-0.8122637,26.258636
61305bba,-0.8822941,26.240578
4e7f412c,-1.6963966,25.721958
2d5c3356,-1.1537031,26.46358
464d055c,-1.2518971,25.773582
c4560e3,-1.0242381,26.427338
7b5da183,-1.2039196,26.313015
3f0d6e58,-1.3459945,25.726698
6fcbe9fb,4.6821446,20.990078
202bd2b5,-1.4479614,25.81364
3bdf4bbe,-1.1153994,25.972198
23963725,-1.6635801,25.990019
2bdd405,-1.668309,25.709915
7b96697f,-1.2874366,25.683447
1eee30bd,-1.1684152,26.0234
42eb3393,-1.5664682,25.88912
7ceb24b1,-1.041527,26.386606
2eb5219e,-1.0553104,26.208696
461256db,-1.1716496,26.510368
54898741,-1.4473902,26.40209
1ddae779,-1.2058585,26.3531
2343c228,-1.016388,26.029165
6d967996,-1.1297857,26.665026
52473d24,-1.2289014,26.254831
124497ac,-1.4052461,26.570019
2c2d4f41,-1.1867951,26.509975
4c588e47,-1.1049465,26.414625
31e35c0b,-1.4123895,26.66695
65927279,-1.3623742,26.4104
46efc708,-1.2216873,26.180786
66d5595a,-1.251466,26.624193
33819d98,-1.0751826,26.437044
25981900,-1.1199374,26.469019
116969ba,-1.1507356,26.551682
67979d14,-1.0561392,26.47782
1dd671a7,-1.235672,26.7369
1f4ed06,-1.3233746,26.521618
5fb607a8,-1.2298107,26.500355
1b0ca73f,-1.0114614,26.500689
a2c2343,-1.327876,26.256842
615636fc,-1.3388625,26.465355
7f279bca,-1.3296871,26.499475
223c8362,-1.3880154,26.450853
5117ee2d,-1.0790468,26.39333
6973abe9,-1.2784376,26.0885
565acb41,-1.7874469,25.750729
1457f21a,-1.0173875,26.52502
2e9cb58e,-1.2947752,26.513905
3bf6ebcc,-1.3147207,26.622225
13cee372,-1.2976819,26.647652
2e27b7d4,-1.146283,26.58534
4dfc0235,-1.3441354,26.473751
34541e8f,-1.421558,25.635246
304859bd,-1.2495847,26.612646
680f516f,-1.3055393,26.491913
2d4b0265,-1.3822699,26.453632
166cd530,-1.4022583,26.235945
1921af4,-1.0706495,25.073942
5f8688a5,-1.5835272,26.263699
16b04347,-1.138697,26.465525
6e7271e1,-1.6070421,26.465189
3b66ced3,-1.4857409,26.413113
5886f881,-1.305408,25.68418
65aedf82,-0.9750134,25.69815
7ae43cea,-1.1833209,26.668234
5c14611b,-1.491035,25.64223
165a3cea,-1.4132704,26.284803
410c750b,-1.5659084,26.293695
3b8be0c8,-1.6306757,26.72384
3ca08955,-1.6168454,26.448303
17d20e03,-1.6505104,26.533716
4cf1f927,-1.4956512,26.604021
1e2c53bf,-1.5445524,26.62996
189363cc,-1.2632793,26.256237
3d1e2d68,-1.6833498,26.51078
4ca36bd6,-1.2670475,26.249811
7ed25550,-1.4130714,26.561909
6abe2338,-1.4536675,26.714672
6b2b4eb8,-1.4911222,26.532448
563b1667,-1.07426,26.396925
75f08882,-1.6418353,26.287428
18b6acfd,10.689184,19.20725
7579c0d8,-1.3884768,26.761177
424fd1b5,10.807025,19.015282
bc3a62a,10.937955,18.97173
7459357f,-1.3586829,26.230204
2e7e3ff7,10.966912,18.985382
5c4cca8a,11.0769205,18.516315
c95bcf5,11.019612,18.472189
4b89c482,11.029327,18.42799
47d956b1,11.184976,18.476933
4e7335c5,-1.2837557,26.48712
55ed245,10.904368,19.035063
4d901c80,11.069805,18.458618
be38499,-1.6274242,25.78677
2ea8dd4,-1.444983,25.660107
680a17c7,-1.2458531,25.473694
5e88c9c7,-1.4774835,25.552973
174a3f14,10.820623,18.996796
1fcb6b5d,10.802142,19.063335
447f70cb,-1.6017522,25.430367
6acd228d,-1.3312691,25.555231
7c64aff8,-1.879526,25.843584
22dbe5c4,-1.6057746,25.6118
5ac3607a,-1.4313664,25.593212
62a84811,-1.4139359,25.851444
75361e55,-1.6592517,25.734144
38fcabe1,-1.3199068,25.881214
5886ceaf,-1.6617507,26.453312
62e43847,-1.7314833,26.211273
a0b1265,-1.6057756,26.138704
473b549a,-1.4723336,26.243135
1ba86cd5,-1.8502086,25.632263
4433f0fb,-1.3366396,26.523645
2f398f98,-1.0387113,26.198925
c9a45cc,-1.4398087,26.639935
2f41928f,-1.583427,26.221724
35f4d02e,-1.6567665,26.333035
42a74e39,-1.4747297,26.05288
4de0cb4c,-1.4540488,26.58438
7225a91f,-1.5398463,26.591707
6fcfe569,-1.55127,26.085573
412d4758,-1.3373514,26.583105
491e811c,-1.7184832,26.374725
6f4cdc79,-1.3840624,26.406956
17853778,-1.4059887,25.962534
19eb9022,-1.5897813,26.599874
28a4cf6f,-1.6431522,26.165218
7aee8e1,-1.7523166,26.295744
6c06b40d,-1.4650841,26.5733
6f17a241,-1.6239924,26.50101
60f4ffa3,-1.7007565,26.255594
2ab17173,-1.6815739,26.454887
7cc0ca31,-1.8437599,26.419016
269ae111,-1.7926931,26.226892
195226c6,-1.5456107,26.459597
763e720,-1.5986029,26.392752
6141826a,-1.0541513,26.221342
31d3856f,-1.7185916,26.25634
3a83afc6,-1.5433311,26.201605
64e0b36a,-1.6199058,26.510899
49703548,-1.8275291,26.280191
47a93fb3,-1.8243136,26.521051
6de9bb37,-1.6405437,25.786179
3ffd3fd5,-1.6817759,26.422956
5755f20,-1.5411984,26.040356
ff2efa,-1.4605851,26.406075
4ed1b6a7,-1.7284987,26.23697
1ac4c2dd,-1.6144491,26.029629
76a70f92,-1.5815909,26.176924
606e33d0,-1.8158481,26.27532
10c184e7,-1.7961677,26.352085
3e7228b6,-1.7479088,26.174501
1bf37d6e,-1.0960615,25.878347
54fe0738,-1.8080313,26.0026
7c55465,-1.7615833,26.122025
733f1da8,-1.6936058,26.211325
56f2736d,-1.630383,26.09256
5d491f39,-1.6769637,26.317911
1ec30e85,-1.5901656,26.154308
697f070d,-1.542259,26.651417
38b80ad1,-1.5586957,26.516659
4c6db935,-1.5793335,26.252628
47cd172c,-1.6201773,26.28776
29d8297e,-1.7213314,25.946356
5cbc281f,-1.175362,26.095531
7ed3ff75,-1.7838281,26.247564
6b4d2a65,-1.2491976,25.965551
4e40a71c,-1.6619146,26.095694
619b23e2,-1.7969426,26.1795
817a42b,-1.3288741,26.127182
68f98e38,-1.5386896,24.822617
35f8e496,-1.4330157,25.946999
30716c47,-1.476021,26.150404
9326ebe,-1.7887248,26.37979
73d76cd8,-1.2768835,26.39902
6457d1e1,-1.4167588,25.794518
33145317,-1.5091022,26.213991
156d81f6,-1.7709459,26.16053
33344047,-1.610323,26.607506
5fd65edf,-1.1894975,25.91675
c56ce00,-1.4487191,26.03371
36f79e44,-1.0656676,25.96745
e968ce6,-1.1922636,26.38515
5cfd0cb3,-1.5731238,26.187164
243f4240,-1.3870919,26.126331
587fde8e,-1.3788713,25.92617
515e2331,-1.0105233,26.139673
6b955fef,-1.463252,25.940773
68e863ba,-1.7263743,26.224043
7dad624d,-1.55695,26.670052
61b0cc4b,-0.9643202,26.115374
2748e3da,-1.1426181,25.951006
6cdc84b4,-1.0335076,26.02487
3df51136,17.649265,23.99231
66c39c69,10.683792,19.164112
39c7137a,-1.6885726,26.03827
6b350d42,10.772075,19.186796
720b1cd0,10.82995,19.049593
9888f5c,10.998125,18.346094
4d3c8d38,10.863256,19.033796
3862c4d4,-1.7350549,26.157444
672ca09,10.805476,19.00695
75e98089,-1.1409655,25.77302
73b85dc0,10.783298,19.030611
158ea044,17.849838,24.296923
6801c342,12.196824,20.424017
62aa7bbe,-1.2579877,26.224377
665aaeae,-0.81542563,26.154694
48aa58fc,10.976413,18.936226
22eba34c,10.8444805,19.078648
6bac28bf,-1.165667,24.84293
13697831,-1.304304,25.686188
2363e7e4,-1.4156711,25.882298
34e6eb98,-1.432327,25.765865
6c7f2dec,-0.85677505,26.182953
792f4bd2,5.365196,20.9125
5d6566a,4.549556,20.92053
4f5681d0,5.3509474,20.883905
394baeaf,5.468053,20.946365
1a7ae549,5.376605,21.006592
51e62c8,5.3017664,20.756462
22d9437d,5.5231576,20.552263
3d61ca4b,5.4511204,20.639389
42f06eb9,5.180824,20.997246
23dbb7d2,5.383881,20.922407
2b249fd,5.299898,20.827835
477d71da,5.154425,20.975037
31b698df,5.1837544,20.655922
15a72640,5.1655097,20.723492
576c4282,5.492681,20.653229
1b8aa193,5.1315074,20.645502
6f543eaf,5.2684517,20.605297
20b247cd,5.2149153,20.948374
476c57b0,5.305292,20.686377
6ace672b,5.157328,20.995434
5104b373,5.5078015,20.939922
7752063f,5.2578263,20.810724
6e230dbf,5.5054026,20.813635
3e4d9b0a,5.161298,20.667547
32058607,5.330819,20.56622
3cf1140e,5.427538,20.642448
37ee7cb9,5.3831987,20.703714
36a6136e,5.390079,20.848879
6d4d9a37,5.2571826,20.787312
71fbd86,5.1897593,20.683956
578003f1,5.4624763,20.970943
510881d0,5.3008394,20.778978
6778575,5.558504,20.780376
6df27e22,5.401137,20.877216
5e8fe738,5.121498,20.771326
3e901e06,5.535934,20.955341
7c428b47,5.4396276,20.972084
a193f31,5.444953,20.89545
f95754c,5.532614,20.799818
1f9dede5,5.2841134,20.633873
4d4091de,5.513215,20.710854
4596c157,5.399383,21.000576
604319f2,5.4803286,20.925163
8aedaa8,5.367186,20.984959
16125ee5,5.363379,20.779085
4cbbb8,5.4699597,20.77251
3290cf97,5.3171344,21.054499
619ee03f,5.3442345,21.003353
52c3e877,5.314445,20.697157
3e80a66a,5.3078527,20.716162
3cf0825d,5.257988,20.67714
36ea9207,5.5734396,20.878944
769061a6,5.377761,20.857607
7f7eefd8,5.1812778,20.961538
29597e9a,10.630732,17.739723
2717d5e9,5.468832,20.820444
a24ac11,10.594529,17.716341
312a1859,5.6174417,20.996576
4c1b921d,10.618518,17.639381
716eec5d,5.2095265,20.692924
4f646bbc,10.58183,17.654642
364406ba,5.4725914,21.052036
7900ac27,10.604594,17.724077
1fe7aead,10.575113,17.678398
32535ea0,5.352393,20.867683
491c1f2e,10.544729,17.595522
6e24c8ba,11.377991,17.159964
41cf0403,10.598382,17.741266
728bffae,11.109542,16.91215
57cf8175,11.449301,17.160145
23a81800,11.397995,17.214947
21c912a9,11.299721,17.197327
7797099e,-1.300106,26.687935
492aab15,5.212447,20.873594
34b1a73a,1.9234558,14.3282
28341a44,5.23047,20.607508
2ab333ff,5.1854787,20.75367
2dbfdf3c,-1.0551606,24.652868
a961f31,5.534433,20.983644
4cfec27,5.2936096,20.661505
266e682b,5.2205863,20.67419
5efe1975,5.1422505,20.842054
3cbda85e,5.0986705,20.578228
6bea2ec2,5.2542763,20.860107
31eedafb,5.324325,20.70886
74874d7c,5.5893946,21.040592
4ba1cdd6,5.5306206,21.014261
5fc7fe1f,5.1413393,20.595509
268ded80,5.4863253,20.902588
1e3f21ac,5.043338,20.694197
4505d610,5.28702,20.714304
5c884e0a,5.221986,20.757462
6cec5a77,5.356704,20.792528
759fd81,5.174431,21.022789
1235570a,5.130907,20.982956
37a71361,5.506411,20.996792
2f176e5f,5.259837,20.862154
3fa7b81a,-1.1061448,25.963923
376ae448,5.343784,20.756466
338eccc1,5.4143767,20.756542
6fd5f098,10.550616,17.647823
11a462aa,10.620855,17.664042
6fe31cd7,17.707178,24.388536
6ff493c0,10.851385,19.083796
54655acc,5.458913,20.9233
1e886a54,10.642836,17.627548
25a76c64,5.493907,21.00079
67c70337,-1.7119138,18.366777
5185cd09,-1.7968879,18.133474
197becc5,-1.7289337,18.580212
4da9756a,-2.1384656,18.825737
51b9be2a,-2.2749987,18.384085
11aa88e7,-1.9994906,18.298018
7597323b,-1.7758915,18.432045
63d77733,-2.1161997,18.18078
7804eb65,-1.8663422,18.606346
1e728edd,-1.8325684,18.379843
42c577be,-1.7414038,18.764236
66b2740f,-1.9281212,18.330906
39a1f7cf,-1.9885783,18.309435
3b6e84d3,-2.1804345,18.426304
ba79b62,-2.1855571,18.60625
5d3f737,-1.7236811,18.292662
b25bad,-1.6759359,18.526669
5de554f7,-1.8817911,18.498344
1d210dd6,-2.0973313,18.754156
1662fcb1,-2.0880363,18.272522
56455e7e,-1.7107606,18.4498
2e59fc5d,-1.9457976,18.52617
5f3281cf,-1.8834264,18.267563
6828493d,-1.7648231,18.788166
2f2658fb,-2.30492,18.462795
3d072585,-1.6696193,18.379555
384c8051,-1.9484105,18.431143
52cb5f67,-2.0318298,18.541658
41ffab78,-1.7433809,18.334862
360edca,-2.1057014,18.469233
2f874a5e,-1.8341254,18.47922
36ae62d4,-1.9855599,18.111486
1bd20ffc,-1.7323797,18.387945
178595aa,-1.7380533,18.366426
893cf0d,-1.894387,18.643034
2bce9c76,-1.8283826,18.416506
3ba11a23,-1.7682611,18.362587
c8f35f,-1.9823785,18.274935
363d5e7f,-2.2037044,18.403166
13e93500,-1.7538893,18.410074
69790a6a,-2.0211854,18.21114
7511be10,-1.8527483,18.417679
33bb762b,-1.9441408,18.762571
6fd9712d,-1.7039224,18.36894
22cfe1e,-2.29975,18.476694
5548b854,-1.9133712,18.734104
646ec792,-2.0185976,18.293314
116a2631,-2.0237865,18.656765
6af5ffa1,-1.8020959,18.33412
78bba0ce,-1.899536,18.401672
3a724a70,-1.5809822,18.487806
414bddc2,-1.8528737,18.514278
97fad1b,-1.8510368,18.695036
6ad133e6,-1.838526,18.117043
3fa474dc,-2.0176456,18.633537
189a7758,-1.9883006,18.706774
4c09eb61,-2.1728277,18.669807
1b6d9af1,-1.7569945,18.336538
35750b15,-1.9241817,18.289288
391dbce,-2.2430065,18.546963
6d15ef42,-1.924728,18.296015
348cd3bf,-1.5454729,18.746069
4581c6fe,-2.1961944,18.44011
28efc72a,-1.9769335,18.445835
4d3df91f,-1.6481273,18.550385
1aab93f4,-1.6287638,18.496899
30bcbe1a,-1.8451247,18.613363
46f02399,-1.6667334,18.35022
590448e4,11.909868,13.622564
5193f5f5,-1.8843608,18.460634
268e46d9,-1.9849935,18.598253
f4f0378,11.890645,13.769365
6099e199,-2.116773,18.825798
20daa947,12.184404,13.905226
4f315f35,11.941716,13.66556
36f8c0c6,-1.8418114,18.632193
779f66c,-1.696417,18.500198
210463ea,11.920503,13.8103285
55212733,-1.7662952,18.487825
436c2302,12.056323,13.752388
57fc6fcf,12.1072855,13.630163
2a6566dc,-1.9097744,18.710228
592f6b08,11.882015,13.871196
263ae8b,12.035589,13.791598
7bbc38df,11.746534,16.519053
7cc79954,11.592925,16.326504
5aad1561,-2.1231618,18.471472
4f50942a,12.025295,13.747514
7abc9c82,12.046455,13.792232
7722dd45,12.056721,13.764604
116f02fa,-1.8763088,18.849756
5697c7ea,1.8653232,14.303108
7bae8ef5,-2.16761,18.686417
7776e105,1.871288,14.388466
255b8e18,1.7625827,14.425558
6076db66,1.7687936,14.425001
7a8f31cc,1.8248053,14.35212
1bb74135,1.7695968,14.430622
7b41dcd6,1.9454862,14.378946
49e55b88,1.6694629,14.527706
3d946daa,1.8255823,14.3540535
6d5e487e,1.661168,14.521921
24ba6795,1.8180218,14.406939
64d9b01f,1.769074,14.276349
3f821330,1.8876681,14.297819
7d9cce6b,1.7112402,14.489962
4fca3579,1.8846369,14.310703
3e77d55d,10.833865,16.087345
28c0b8a5,1.7848892,14.2854595
118a416c,11.114722,16.23349
487c73be,11.057691,16.134354
4457fcc,11.100776,16.20491
8035c8d,-2.125653,18.684866
771b8382,12.023079,13.721894
60a98e34,11.929889,13.6349945
9915ae5,11.995352,13.627661
abdc0b0,12.061093,13.8061905
1d362168,12.06886,13.677913
536408d1,5.3024545,20.981497
283be709,-2.1423225,18.131569
13ad9cc1,11.986131,13.650403
527769c6,11.997244,13.798536
1807bf07,-2.1107614,18.432154
782c839d,1.705051,14.30777
1edce9b1,-2.1137674,18.163774
3814f658,1.6831919,14.4772415
33f8a0db,1.7890955,14.402521
7f998dac,1.696268,14.499291
4bd9835c,1.8710436,14.39294
31909b7c,1.882987,14.495464
367c58e4,1.6999187,14.518716
83b8234,1.842813,14.381781
36bc72ec,1.8377848,14.446887
3abdb073,11.038267,16.226692
167ffadc,1.7551713,14.409643
4c1aa49d,13.208163,17.971659
311095de,11.07905,16.212793
453ab385,10.9958315,16.181723
5ea0ab40,11.026055,16.156462
280ff08,11.849857,13.637297
394aa6e7,11.696166,16.179491
457da2a,11.963987,13.725102
75697839,12.020498,13.747035
59ede7f4,-1.9409679,18.300173
74cf86ff,11.942732,13.668821
551216f7,-2.1605723,18.26526
2de28a3d,-1.7520804,18.29993
66c174cc,-1.7697736,18.501335
50068f25,-2.1801646,18.347116
ebe76dd,-2.0121315,18.781368
532a57be,-2.02584,18.518126
7d81599f,-2.084917,18.393236
7cfe138a,-1.9719553,18.211018
3926f99b,-2.0659235,18.743214
2f2e27ab,-2.1269662,18.85562
15df48f0,-1.9867548,18.487577
6d41e4e5,-2.0349758,18.369902
1b3a8ea,-1.5830181,18.626043
621d8978,-1.6276867,18.24114
9452d9,-1.9485165,18.544205
5d5e2c68,-1.7015867,18.454481
6bccecff,-1.9642117,18.574474
2ddcf26b,-1.8651494,18.155437
7365600e,-2.092665,18.709581
359148ce,-1.8350546,18.676271
27db13e2,-1.6662416,18.59832
3a3ef233,-2.2591178,18.439747
1c66fb4c,-1.9931926,18.730757
3769f3f6,-1.8313936,18.16079
2bc2812a,-1.9466423,18.744581
19d5adb3,-2.2029517,18.48659
7ef42e0b,-2.2321901,18.749205
5aeb36bd,-2.13984,18.57871
125c6ecf,-2.073341,18.442324
3eb5a48,-2.1796126,18.570087
72b4f7b8,-2.1387432,18.745983
55bae084,-2.1378007,18.309149
4adace94,-1.9768856,18.610847
73801dce,-1.9084488,18.274736
2d7770c0,-2.147526,18.37916
35d723ea,-1.9728669,18.626366
47f67b5b,-1.6980187,18.358438
321da31b,-2.2432778,18.680912
3e25d45f,-1.951066,18.146875
36e8f066,-1.8060884,18.748875
2c04522a,-2.0999134,18.322556
4d529ca4,-2.005245,18.770758
5d26c376,-1.6949064,18.379284
116e1bcb,-1.9532784,18.79582
10334cf3,-1.6654605,18.714415
2f35a7e7,-1.8146561,18.329206
7c00f1f7,-1.7800775,18.761303
1361fd44,-2.2884083,18.471333
2a750ef1,-1.7290998,18.363594
1ba2d809,-2.095572,18.68628
7313bbcf,-1.9486312,18.283674
5d2372b9,-1.9506234,18.673626
7d8a4791,11.936254,13.73085
60fd5b63,-2.1998174,18.71603
5e7ad98e,-2.1269343,18.230137
5bf103ad,5.306801,9.419393
6c6058f8,5.088927,9.649795
2d42fcd1,5.382877,9.451159
43fd1329,5.543253,9.353258
7ae2ffed,5.4672294,9.493463
b8f8983,5.1950936,9.082085
f18d260,5.1690555,9.396366
87dfb5c,5.5677896,9.518573
6e8d18e7,5.5881753,9.294542
3685caae,5.323431,9.512476
8dc4e96,5.136623,9.821382
84363fa,5.4093804,9.481667
4c6e1ac7,5.324859,9.353615
4521900a,5.466347,9.528521
580fdc38,5.485118,9.195847
1ac9689b,5.318571,9.324737
7a3feefd,5.1048913,9.565192
29ebe6e5,5.4744873,9.562889
3fa9cc00,5.487532,9.34922
11c21665,5.4134264,9.169832
5b6597d4,5.562095,9.383438
4bc75f83,5.2944756,9.355025
17c5f466,5.535837,9.142919
699c6ed4,5.5629487,9.409029
34bc2112,5.202916,9.392597
285c364d,5.340607,9.234994
3ec00cce,5.455016,9.369374
a61485,5.31867,9.217024
586e9d04,5.555286,9.278602
38c764f1,5.6051073,9.614914
5fa28db6,5.498848,9.297093
5fddd9f3,5.4201455,9.41947
7a62e5df,5.6210203,9.443919
223c2747,5.445905,9.312926
46963d03,5.457425,9.304793
145007fd,5.9225116,10.065164
6d10f33d,5.2671685,9.210306
3998539d,5.3763947,9.345852
5be9ae57,5.3857083,9.479163
cc91720,5.275304,9.430428
a7e4990,5.586727,9.553375
2d98fa9a,5.47728,9.282597
230ec8c2,5.380722,9.116488
1475c247,5.2315083,9.497465
2e3cbaa6,5.511736,9.309954
2842183f,5.4642725,9.360467
40ddb2f5,5.5028224,9.489657
27d1edcf,7.371775,11.522859
2fb76ec9,5.3917317,9.218221
fc3c2e3,5.544785,9.271638
523fa4ba,7.3295207,11.499636
1a0c4644,5.53802,9.357152
297ef092,7.230087,11.405092
1fa8ca1c,4.9165998,10.055111
2f39832f,5.6235,9.270656
2bbcd08e,7.4233494,11.622371
31039d80,7.268005,11.472157
2ee31ec,7.216445,11.599728
731c3330,7.2741776,11.518932
41d89fb0,7.3591356,11.5047245
154f10dc,7.3124795,11.452463
3166c482,7.35122,11.532504
7963fcc3,7.363093,11.421231
317f594d,7.2603617,11.465194
69abe368,5.732535,9.67295
176b546c,5.679099,9.688346
6d1860f1,5.4155364,9.258057
6d24e690,5.560937,9.01419
41c58a45,5.408914,9.489364
1de2852c,5.307624,9.729538
5dce03a9,5.4437013,9.519313
6890fd56,5.503415,9.27227
1619aeea,5.5226936,9.55044
6a0a7b28,5.2399354,9.448295
5c97392e,5.3909945,9.221777
5e2e8d4,5.4166803,9.435224
196bba40,5.172873,9.164745
6fef43f,5.584417,9.422045
7d50988e,5.1289673,9.051653
65cc3d82,5.432596,9.744831
e28d3a2,5.1875696,9.554036
6b62d204,5.3626747,9.385967
1456cb5e,5.606818,9.582065
385604ce,5.486552,9.262838
2bcbec04,5.2739244,9.501808
534ff6a8,5.598335,9.3463
588d4f76,5.29381,9.309933
2b7012b9,5.4045615,9.271669
61e0009e,5.232664,9.320246
1dd7c6fb,5.443038,9.121634
a675527,5.602054,9.525562
293d5a3a,5.207641,9.567439
47e9e962,5.6180353,9.434655
1e1e8ba4,5.628206,9.49115
79ba04be,5.2869005,9.424872
3fc9f4f6,5.5956383,9.612357
431162b8,5.4381824,9.461566
7c160102,5.410162,9.148421
77aa49ea,5.238913,9.469467
1e033a0f,5.235383,9.203622
79e8719e,7.3729644,11.534038
54baa85c,7.3536825,11.527415
10ba9ad3,-1.8674376,18.44832
1a41ae9c,12.122858,13.79993
5a0c0ce7,11.924328,13.693719
144dc997,11.965424,13.787244
69ae53f0,11.842651,13.738692
2fa5ac1d,11.763368,16.451244
34dcaf38,12.080875,13.872603
33f3ac8a,11.679323,16.38714
262e16ab,11.7486105,14.556575
2711b95c,10.966364,16.12579
b608e14,10.712274,16.02656
1b7d9894,12.062861,13.747629
74c9e7a9,11.993431,13.685019
29f24215,11.582581,16.409086
10cc7d61,11.707497,16.246017
f219973,12.078215,13.838203
b6abf24,12.067724,13.824979
cf63408,12.104219,13.581822
2e0a0d5c,11.871031,13.726543
52da464c,11.732809,16.36981
6c497fab,11.645031,16.41059
5216da66,13.554873,17.89678
45b643d6,11.298713,17.206167
5c26cb1,10.648949,17.657501
35e52c11,10.644321,17.685024
32655765,10.562771,17.744425
74633271,12.2386875,17.522827
11eef016,10.690475,17.75119
2c5e7e75,10.689398,17.702642
d4ea856,7.2396116,11.604586
7b8960f0,7.1783886,11.3686695
398abe78,7.232076,11.568501
73872ba1,7.2318196,11.305102
5b3c627b,7.372314,11.532072
71349a76,7.265931,11.523541
6bb57a5,6.9061995,11.030254
4c317447,7.4746776,11.649136
16d4d36c,1.1250994,15.263339
26044461,1.1270609,15.2006
bfa1cbd,8.76803,15.1065
4f7ebac7,8.612009,14.946486
fc3d3e8,9.00663,15.083556
63c497df,8.774385,15.110723
787c4046,8.870395,15.32719
1136669,8.940837,15.123398
40aa25be,8.990876,15.149768
4985d55f,8.974925,15.193484
656d4ca3,8.823496,15.074431
